genome,label,AA,AA_rate,CBM,CBM_rate,CE,CE_rate,GH,GH_rate,GT,GT_rate,PL,PL_rate,gene_count,membrane,membrane_rate,pfam_annotated,pfam_annotated_rate,protease,protease_rate,secreted,secreted_rate,total_cazyme,total_cazyme_rate
Penicillium_alfredii_IBT_34128,Terrestrial,0.3216081179012096,0.7573874533277992,-0.2756052384336732,-0.14478650629495537,-0.34418627467918134,-0.10013662146687315,0.206207414217728,0.46656293197653,0.04588905837196931,-0.3578802099772732,-0.04931383467721543,0.13558744760457603,-0.075670260505224,-0.18915744268987478,-0.21408782880505023,-0.12961485501254777,-1.0775288919432442,0.16490104538596484,0.9403015886493901,-0.22511123291538526,0.1397679697269199,0.174863504274887,0.616992884359524
Penicillium_angulare_IBT_27051,Terrestrial,-0.1757697931616882,-0.3377181206459682,0.10193619145532663,0.035327516281275596,-0.020093760709431294,-0.027037229604532444,-0.08301856474990346,-0.10818453964617938,0.031637798135881044,0.4811575760752918,-0.027965856639269447,0.09589104498625135,0.05427345755348134,0.10662223568648209,-0.2175432683051104,0.0783869782084872,-0.7340412409914577,-0.0657518789364249,0.2132826931700934,0.47239693800045884,0.39010598003205577,-0.06451713430450716,-0.09042009482401518
Penicillium_antarcticum_IBT_31339,Terrestrial,-0.04254357268285938,-0.19673914567003958,0.0075508321879777865,0.013798658979784426,-0.11732151078846381,-0.035430013477937526,-0.03802786587531739,-0.15039143555241336,0.07439158341931339,0.2131742011026557,0.0040561163297371874,-0.023224284997323486,-0.013377654314263616,-0.05430575145157848,-0.33946454960496564,-0.020745810482530252,0.013377616356892724,0.02587736190668127,0.07841489771317955,0.14272889577060247,0.3248474122253497,-0.018260004327092672,-0.15878381438027364
Penicillium_argentinense_IBT_30761,Terrestrial,0.010746919793275165,-0.04103433371452783,0.0075508321879777865,0.01406109443686072,0.14195248693023352,0.05841605818343538,-0.059452009925479055,-0.21494789319827345,0.04588905837196931,0.1091874481716621,0.014730106826732094,-0.05755479914482199,-0.013898619724603547,-0.025994347929591353,0.18599543124779724,-0.019102028293469443,0.2587038975159862,0.035356247236737436,0.2238400799020759,0.08720586853731858,0.24213139813354145,-0.04023214115097881,-0.27323015710908993
Penicillium_arizonense_CBS_141311,Terrestrial,-0.13136104709228133,-0.29826410462188563,0.22778332996472953,0.11941346176170582,-0.020093760709431294,-0.018265730759524527,-0.14943341977716262,-0.3482411956225872,0.08864284594298542,0.5311053094822816,0.04675207979573873,-0.13226418036150267,0.030457883782311432,0.02913839087120516,-0.6037346992003347,0.047787318236383027,-0.09055612436257822,0.016398475434775347,0.946356921866645,0.32317878033136377,0.3207071366921089,-0.0945842699744262,-0.3333110915676392
Penicillium_atrosanguineum_IBT_20685,Terrestrial,0.055155659214160116,0.022519498323624494,-0.18121988634671993,-0.0949140079528635,0.01231548900540587,0.021798775155648462,-0.001606813375545799,-0.09969001943273181,-0.09662355771441598,-0.5633058089574418,0.014730106826732094,-0.06870396963350453,-0.03540705998397529,-0.0908125671132368,-0.09166101850103446,-0.05210414181982334,0.38852702590242716,0.010079217406221483,-0.7623051711809724,-0.15570743631398348,-0.006684308916660767,0.0002428462042771416,-0.16623801105485492
Penicillium_aurantiogriseum_IBT_35659,Terrestrial,-0.0070165774525281326,0.03671737999677618,0.07047440503287702,0.03059218087593132,0.07713398936960122,0.015645004708941933,-0.031600617415847285,-0.030355391273777156,-0.09662355771441598,-0.0961250639659202,0.025404095845705084,-0.06996430881751674,0.02777863231632901,0.09544667829802836,0.6027573800585831,0.042097298140693476,-0.22413498411014324,-0.0215170738783976,0.2944004987381535,0.12884814314888046,0.05479522659118092,-0.039075711293872516,-0.0805336155555455
Penicillium_bialowiezense_A30,Terrestrial,-0.09583405851047201,-0.3429991788310218,0.0075508321879777865,0.012307560514755298,-0.020093760709431294,-0.001639848162413003,-0.020888543373681213,-0.09228246393702168,0.017386535612209007,0.03287571135907531,0.014730106826732094,-0.05581509496251255,-0.010400707249764912,-0.03642486243402917,-0.14221547131892254,-0.012779782781228525,0.3327088215409417,0.03219661879338538,0.2569356909610044,0.08026548385325964,0.20934628529859686,-0.02288571698637708,-0.16859386154984102
Penicillium_biforme_FM169,Terrestrial,-0.06030706992866268,-0.054880048232330995,-0.023910952439372937,-0.031070166991811105,0.07713398936960122,0.007928808193584502,-0.033743032224280496,0.004730506102984342,-0.03961850761972784,0.2055705240211278,0.025404095845705084,-0.06131928552711231,0.04601242854027591,0.11854283771143714,0.28135453269978633,0.0728234083880716,-0.05927054940090531,-0.037315220662556894,0.46079295555605426,0.29541727508791976,0.18969590401437406,-0.04485785381026322,-0.03294147398188837
Penicillium_bovifimosum_IBT_22155,Terrestrial,0.3216081179012096,0.7236909594952153,-0.21268166558877397,-0.09634491765876707,-0.2145492496532441,-0.04184163798894347,0.08837460378807174,0.04085816054870894,0.13139662436366648,-0.143676905381896,-0.017291864664252626,0.01543358201091102,-0.09077825877749188,-0.2815420523037434,-1.394906420432643,-0.13821311894699187,0.6402855978038904,0.1459432701584535,0.17334226096499478,-0.5825407971350814,-0.38706978693969246,0.1054778076164801,0.15470161075832337
